ProsperScore,LoanOriginalAmount,LP_CustomerPrincipalPayments,StatedMonthlyIncome,Completed,ProsperRating (Alpha),LoanStatus
4.0,15000,2711.81,7000.0,0,C,Defaulted
,2200,2200.0,4099.666667,1,,Completed
,3000,3000.0,11000.0,1,,Completed
,12000,11999.97,4409.0,1,,Completed
,5000,5000.0,3750.0,1,,Completed
,2000,2000.0,8833.333333,1,,Completed
,1500,1499.98,4583.333333,1,,Completed
,5500,5500.01,3250.0,1,,Completed
,2550,2550.0,3750.0,1,,Completed
,10000,10000.0,8000.0,1,,Completed
,1500,1500.0,7166.666667,1,,Completed
,3000,316.44,4333.333333,0,,Defaulted
,2000,2000.0,5000.0,1,,Completed
9.0,1200,1200.0,4666.666667,1,C,Completed
,1350,1355.79,3833.333333,1,,Completed
7.0,5000,5000.0,6666.666667,1,C,Completed
,7000,7000.0,3750.0,1,,Completed
7.0,7500,7499.99,6889.583333,1,D,Completed
,10000,10000.0,7439.416667,1,,Completed
,5000,4870.01,5150.0,1,,Completed
,5000,4999.99,8166.666667,1,,Completed
9.0,4000,4000.01,2977.333333,1,A,Completed
8.0,15000,15000.0,5833.333333,1,C,Completed
,3500,3499.97,2222.0,1,,Completed
6.0,7000,7000.0,3166.666667,1,D,Completed
2.0,3300,3300.0,1666.666667,1,D,Completed
5.0,6500,6499.99,4083.333333,1,C,Completed
2.0,4000,4000.0,3000.0,1,HR,Completed
,2500,2500.0,2233.333333,1,,Completed
8.0,5000,5000.0,2083.333333,1,A,Completed
,4001,4022.84,5010.0,1,,Completed
5.0,6000,910.99,6666.666667,0,D,Defaulted
10.0,2000,2000.0,6000.0,1,AA,Completed
5.0,12000,11999.99,2083.333333,1,,Completed
,7500,7500.01,7916.666667,1,,Completed
5.0,9000,9000.0,3416.666667,1,C,Completed
,1000,1000.0,3166.666667,1,,Completed
,5000,5000.0,5833.333333,1,,Completed
,8000,8000.0,7250.0,1,,Completed
9.0,1100,1100.0,2210.0,1,A,Completed
,4900,4899.97,2250.0,1,,Completed
9.0,1750,1749.99,2000.0,1,C,Completed
10.0,2809,2809.0,5000.0,1,AA,Completed
9.0,2500,2499.99,2083.333333,1,C,Completed
,5000,4999.96,650.0,1,,Completed
3.0,4200,4200.0,4675.0,1,C,Completed
7.0,4500,4500.0,4000.0,1,D,Completed
,3800,3800.0,3333.333333,1,,Completed
,2500,2500.0,3779.833333,1,,Completed
,5000,2174.6,5000.0,0,,Defaulted
9.0,9000,8999.99,5000.0,1,AA,Completed
6.0,15000,14999.99,1916.666667,1,D,Completed
,5000,5000.0,4083.333333,1,,Completed
,3050,3050.0,2666.666667,1,,Completed
,12000,12000.0,4583.333333,1,,Completed
5.0,7500,7499.86,2500.0,1,E,Completed
4.0,4000,4000.0,3333.333333,1,HR,Completed
10.0,2000,2000.0,6833.333333,1,C,Completed
,1000,1000.0,3083.333333,1,,Completed
,9900,9900.0,7000.0,1,,Completed
,4500,4499.99,2583.333333,1,,Completed
9.0,6000,6000.01,5000.0,1,A,Completed
,10000,671.91,833.333333,0,,Defaulted
10.0,3500,3500.0,12500.0,1,AA,Completed
6.0,9500,9500.0,8166.666667,1,D,Completed
,5500,3914.36,3041.666667,0,,Defaulted
,1000,204.3,2291.666667,0,,Defaulted
,10000,9999.99,3333.333333,1,,Completed
5.0,7500,7500.0,2600.0,1,E,Completed
,4000,4000.0,4166.666667,1,,Completed
,3000,3000.0,5541.666667,1,,Completed
8.0,14000,14000.0,5116.666667,1,,Completed
8.0,2000,2000.0,2500.0,1,,Completed
,1800,1799.98,3354.083333,1,,Completed
10.0,15000,15000.0,8333.333333,1,AA,Completed
7.0,2000,2000.0,3250.0,1,A,Completed
,4000,4000.0,6875.0,1,,Completed
,8000,8000.0,3291.666667,1,,Completed
,8000,8000.0,6250.0,1,,Completed
6.0,3000,3000.0,10000.0,1,E,Completed
,3500,3499.88,3750.0,1,,Completed
4.0,4000,4000.0,2042.583333,1,E,Completed
,5000,1862.23,3276.083333,0,,Defaulted
,7000,6999.99,4333.333333,1,,Completed
8.0,4000,4000.0,4333.333333,1,A,Completed
,9000,9000.0,3000.0,1,,Completed
,1000,1000.0,3916.666667,1,,Completed
,2000,1999.19,4375.083333,1,,Completed
,1000,1000.03,360.666667,1,,Completed
9.0,14000,14000.0,14666.666667,1,A,Completed
,2000,83.15,2738.0,0,,Defaulted
6.0,2000,1999.99,12500.0,1,D,Completed
,5000,5000.0,5833.333333,1,,Completed
,2000,186.16,3583.333333,0,,Defaulted
,3000,3001.87,10333.333333,1,,Completed
,2700,2699.98,3500.0,1,,Completed
8.0,5000,5000.0,3716.666667,1,,Completed
8.0,2000,1999.99,4750.0,1,,Completed
6.0,7000,7000.0,6666.666667,1,D,Completed
8.0,8000,8000.01,7666.666667,1,,Completed
,1000,1000.0,6326.666667,1,,Completed
5.0,4000,4000.0,6666.666667,1,HR,Completed
,12400,12400.0,6250.0,1,,Completed
,9000,4590.92,4166.666667,0,,Defaulted
7.0,4000,4000.0,5833.333333,1,D,Completed
,3000,3000.0,7083.333333,1,,Completed
,2500,2500.0,1500.0,1,,Completed
3.0,2000,2000.0,4333.333333,1,HR,Completed
,7500,7500.01,1636.083333,1,,Completed
,5000,5000.0,7083.333333,1,,Completed
6.0,10000,10000.0,2666.666667,1,,Completed
,10000,10000.0,2078.0,1,,Completed
,2800,2800.02,3500.0,1,,Completed
4.0,4500,4500.0,2916.666667,1,E,Completed
,5000,5000.0,6375.0,1,,Completed
,25000,5933.37,0.833333,0,,Defaulted
,4500,4500.01,3500.0,1,,Completed
,1000,1000.0,3666.666667,1,,Completed
9.0,2600,2599.44,3750.0,1,AA,Completed
6.0,10000,2967.71,2750.0,0,D,Defaulted
8.0,3200,3200.0,5250.0,1,D,Completed
,6000,6000.0,4583.333333,1,,Completed
,10000,10000.02,7083.333333,1,,Completed
9.0,12000,12000.0,5583.333333,1,A,Completed
7.0,15000,15000.0,8300.0,1,,Completed
,1000,1000.0,1863.333333,1,,Completed
5.0,10000,9999.99,5000.0,1,,Completed
8.0,11500,11500.0,2583.333333,1,,Completed
2.0,4000,4000.0,15000.0,1,HR,Completed
,14000,14000.0,5333.333333,1,,Completed
,1000,1000.0,1454.333333,1,,Completed
,4500,4500.0,833.333333,1,,Completed
2.0,5000,5000.0,3750.0,1,D,Completed
10.0,12000,12000.0,4716.666667,1,AA,Completed
,18000,1979.78,7820.333333,0,,Defaulted
,1000,1000.01,6100.916667,1,,Completed
10.0,2100,2100.0,2083.333333,1,A,Completed
,12000,223.6,5000.0,0,,Defaulted
5.0,4000,4000.0,6083.333333,1,HR,Completed
,1000,1000.01,7500.0,1,,Completed
7.0,3000,3000.0,1006.25,1,C,Completed
,2500,2499.99,3333.333333,1,,Completed
6.0,3108,3108.0,5750.0,1,C,Completed
,1375,1375.0,1666.666667,1,,Completed
5.0,10000,10000.0,5666.666667,1,D,Completed
,15000,15000.0,6666.666667,1,,Completed
7.0,5000,5000.0,3750.0,1,C,Completed
9.0,3500,3500.0,5416.666667,1,A,Completed
,2000,833.49,4666.666667,0,,Defaulted
,5000,4999.77,5312.5,1,,Completed
,4000,4000.0,3166.666667,1,,Completed
,3000,3000.0,3333.333333,1,,Completed
6.0,5000,5000.0,2291.666667,1,,Completed
9.0,11000,1176.44,4291.666667,0,AA,Defaulted
,4500,4500.0,8333.333333,1,,Completed
,2550,2550.0,1083.333333,1,,Completed
3.0,4000,3999.99,2250.0,1,HR,Completed
8.0,12000,11999.99,3941.666667,1,A,Completed
,7800,7800.0,5833.333333,1,,Completed
,7500,7500.0,4833.333333,1,,Completed
7.0,7500,7500.0,3241.333333,1,D,Completed
10.0,10000,10000.0,5416.666667,1,AA,Completed
,1000,1000.02,7609.5,1,,Completed
5.0,2500,2500.0,2666.666667,1,E,Completed
1.0,4000,4000.0,5399.0,1,E,Completed
9.0,1000,1000.0,975.0,1,E,Completed
7.0,8000,8000.0,3416.666667,1,,Completed
,5000,492.02,5745.083333,0,,Defaulted
10.0,1000,1000.0,4750.0,1,A,Completed
7.0,12000,12000.0,8833.333333,1,D,Completed
,2500,2499.98,1846.0,1,,Completed
,2550,2550.0,83.333333,1,,Completed
,3000,3000.02,6666.666667,1,,Completed
9.0,5000,5000.0,7500.0,1,A,Completed
,2000,2000.0,3500.0,1,,Completed
5.0,4000,4000.0,7390.0,1,HR,Completed
1.0,1750,1750.01,2468.416667,1,HR,Completed
10.0,8800,8800.0,3333.333333,1,AA,Completed
,4850,4850.01,0.0,1,,Completed
7.0,3500,3500.0,2000.0,1,D,Completed
,3000,3024.64,3721.083333,1,,Completed
8.0,15000,15000.0,10416.666667,1,A,Completed
,12000,12000.0,6666.666667,1,,Completed
3.0,4000,4000.0,5250.0,1,C,Completed
6.0,2000,2000.0,1650.0,1,E,Completed
,8000,1267.06,3302.0,0,,Defaulted
6.0,3000,3000.0,2500.0,1,,Completed
8.0,13000,13000.0,2700.0,1,A,Completed
,3000,3000.0,4439.583333,1,,Completed
7.0,2500,2500.0,9166.666667,1,D,Completed
3.0,2000,2000.0,5.833333,1,HR,Completed
,1000,1000.0,12500.0,1,,Completed
8.0,5000,5000.0,3991.666667,1,D,Completed
7.0,10000,10000.0,7083.333333,1,D,Completed
5.0,10000,10000.0,10333.333333,1,C,Completed
,1000,1000.0,2426.666667,1,,Completed
8.0,5000,5000.0,4583.333333,1,,Completed
,4000,3999.99,4666.666667,1,,Completed
,3921,3920.96,1750.0,1,,Completed
8.0,4000,3999.99,3250.0,1,C,Completed
8.0,2500,2500.0,2250.0,1,D,Completed
4.0,2000,2000.0,6250.0,1,C,Completed
,6000,6000.0,2863.833333,1,,Completed
,7500,7500.0,4000.0,1,,Completed
,16750,4547.4,4166.666667,0,,Defaulted
,10000,10000.0,6651.333333,1,,Completed
7.0,3000,2999.99,7603.333333,1,D,Completed
,7750,7750.0,5416.666667,1,,Completed
,2500,2500.0,2083.333333,1,,Completed
5.0,2000,2000.0,8333.333333,1,D,Completed
1.0,2800,2800.0,1126.666667,1,HR,Completed
10.0,2700,2700.0,9833.333333,1,AA,Completed
,5200,1021.51,12083.333333,0,,Defaulted
,14000,14000.0,5416.666667,1,,Completed
,10000,10000.12,7083.333333,1,,Completed
,4000,682.25,833.333333,0,,Defaulted
,10000,10000.0,5416.666667,1,,Completed
4.0,2000,2000.0,1600.0,1,C,Completed
5.0,4000,4000.0,3166.666667,1,HR,Completed
5.0,7500,7500.0,12666.666667,1,E,Completed
,6000,6000.0,2067.916667,1,,Completed
5.0,5000,5000.0,6583.333333,1,D,Completed
,2000,1999.99,3583.333333,1,,Completed
,1000,1000.01,6083.333333,1,,Completed
2.0,4000,4000.0,2333.333333,1,HR,Completed
,1000,1000.0,5750.0,1,,Completed
,12000,12000.03,3750.0,1,,Completed
,2000,1999.89,4916.666667,1,,Completed
,2800,2800.0,3916.666667,1,,Completed
,3000,3000.0,5060.75,1,,Completed
4.0,4000,4000.0,3333.333333,1,HR,Completed
,25000,491.48,2083.333333,0,,Defaulted
,2550,54.05,1833.333333,0,,Defaulted
5.0,3500,3500.0,4250.0,1,E,Completed
,15000,5441.94,7250.0,0,,Defaulted
1.0,4000,4000.0,9000.0,1,E,Completed
3.0,3800,3800.0,5666.666667,1,E,Completed
,8750,8749.99,1724.583333,1,,Completed
6.0,4000,379.53,3000.0,0,E,Defaulted
,4500,1066.79,0.083333,0,,Defaulted
7.0,5400,5400.0,5565.416667,1,D,Completed
,2500,2500.0,4500.0,1,,Completed
10.0,8000,8000.0,4621.333333,1,A,Completed
,15000,14999.99,7916.666667,1,,Completed
,10500,10500.0,5573.333333,1,,Completed
9.0,9800,9800.0,6666.666667,1,A,Completed
4.0,3000,3000.0,4166.666667,1,C,Completed
6.0,10000,10000.0,4406.416667,1,C,Completed
,8000,2166.41,3083.333333,0,,Defaulted
,15000,14999.99,4166.666667,1,,Completed
4.0,2000,2000.0,3125.0,1,D,Completed
5.0,4000,4000.0,4879.75,1,D,Completed
7.0,1200,1200.0,3166.666667,1,D,Completed
6.0,10000,10000.0,6250.0,1,D,Completed
9.0,10000,10000.0,4583.333333,1,A,Completed
,6000,6000.0,3750.0,1,,Completed
,1000,999.98,2083.333333,1,,Completed
8.0,14400,14400.0,3566.666667,1,,Completed
,6000,6000.0,6666.666667,1,,Completed
8.0,15000,15000.0,6250.0,1,,Completed
3.0,2800,2799.99,2666.666667,1,HR,Completed
,3000,3000.01,3500.0,1,,Completed
10.0,1500,1500.01,3209.25,1,AA,Completed
,10000,9999.97,2500.0,1,,Completed
5.0,2500,2500.0,3333.333333,1,HR,Completed
,10000,10000.0,5000.0,1,,Completed
7.0,7000,7000.0,9750.0,1,D,Completed
5.0,3500,3500.0,4580.416667,1,C,Completed
,1600,1599.98,4931.75,1,,Completed
8.0,7888,7887.88,4500.0,1,A,Completed
,4000,4000.0,4166.666667,1,,Completed
,8000,8000.02,2916.666667,1,,Completed
,25000,14398.51,4833.333333,0,,Defaulted
10.0,13343,13343.31,5816.0,1,AA,Completed
,7000,255.26,10916.666667,0,,Defaulted
8.0,2500,2500.0,2000.0,1,C,Completed
,2550,1936.92,2833.333333,0,,Defaulted
,1000,1000.0,4666.666667,1,,Completed
,3000,3000.0,2083.333333,1,,Completed
6.0,5000,5000.0,3726.666667,1,D,Completed
,9500,9500.0,6361.666667,1,,Completed
4.0,4000,4000.0,3916.666667,1,HR,Completed
,2700,2700.0,2916.666667,1,,Completed
10.0,1200,1200.0,2500.0,1,AA,Completed
3.0,6500,6500.0,5333.333333,1,D,Completed
7.0,6379,6379.01,4000.0,1,D,Completed
,4500,4500.0,2583.333333,1,,Completed
,9500,9500.2,4250.0,1,,Completed
,5000,5000.0,5000.0,1,,Completed
,5500,5499.96,3166.666667,1,,Completed
7.0,7500,7603.88,6250.0,1,D,Completed
2.0,4000,4000.0,3583.333333,1,E,Completed
5.0,15000,15000.0,5500.0,1,D,Completed
,2025,2025.0,2391.666667,1,,Completed
,12000,12000.0,8333.333333,1,,Completed
8.0,2600,2599.42,5156.0,1,,Completed
4.0,4000,4000.0,4833.333333,1,E,Completed
8.0,6000,6000.0,4000.0,1,,Completed
,1000,1000.0,3206.666667,1,,Completed
7.0,10000,10000.0,4333.333333,1,D,Completed
10.0,6500,6500.0,9333.333333,1,AA,Completed
6.0,13000,13000.0,4666.666667,1,D,Completed
5.0,4000,4000.0,6083.333333,1,HR,Completed
,5000,5000.04,4166.666667,1,,Completed
,20000,1741.62,3900.0,0,,Defaulted
,6000,6000.0,6250.0,1,,Completed
,4000,4000.0,6250.0,1,,Completed
7.0,10000,10000.01,6416.666667,1,C,Completed
,5000,2160.61,5166.666667,0,,Defaulted
,5500,5500.0,4766.666667,1,,Completed
,3000,114.53,3750.0,0,,Defaulted
,3800,3800.0,4583.333333,1,,Completed
,2200,2200.0,5833.333333,1,,Completed
1.0,2000,2000.0,5416.666667,1,HR,Completed
,5000,797.18,3166.666667,0,,Defaulted
8.0,2500,525.5,2750.0,0,,Defaulted
,5000,5000.0,4666.666667,1,,Completed
9.0,3000,3000.0,4118.833333,1,C,Completed
,6003,6003.0,8294.25,1,,Completed
,7500,110.8,6666.666667,0,,Defaulted
,5000,714.71,4666.666667,0,,Defaulted
,2500,2500.0,3333.333333,1,,Completed
3.0,1500,1500.01,2708.333333,1,HR,Completed
7.0,13000,13000.0,3500.0,1,C,Completed
,1500,1500.0,7916.666667,1,,Completed
,1000,1000.0,3166.666667,1,,Completed
8.0,13000,13000.0,8416.666667,1,,Completed
6.0,10828,10828.04,7166.666667,1,D,Completed
8.0,1000,1000.0,5832.666667,1,D,Completed
3.0,4300,4300.0,8333.333333,1,D,Completed
,1700,1700.0,3125.0,1,,Completed
,8000,7999.99,5250.0,1,,Completed
,10000,10000.0,2916.666667,1,,Completed
,5000,4999.99,6583.333333,1,,Completed
6.0,2000,2000.0,8083.333333,1,E,Completed
8.0,4000,4000.0,2916.666667,1,,Completed
,5000,4999.95,7833.333333,1,,Completed
,1603,344.02,1819.0,0,,Defaulted
,8000,4950.13,3166.666667,0,,Defaulted
,3000,2999.97,2167.583333,1,,Completed
,3000,3000.0,541.666667,1,,Completed
9.0,2000,2000.0,3166.666667,1,A,Completed
4.0,7500,7500.01,1767.0,1,E,Completed
,1000,1000.0,4166.666667,1,,Completed
5.0,4000,4000.0,16500.0,1,HR,Completed
8.0,4550,4550.0,4208.333333,1,D,Completed
,8500,804.91,1976.0,0,,Defaulted
,7000,6999.99,4666.666667,1,,Completed
,6500,6499.97,6250.0,1,,Completed
2.0,4000,4000.0,4583.333333,1,E,Completed
8.0,3000,3000.0,3000.0,1,,Completed
5.0,7500,7500.0,10000.0,1,E,Completed
6.0,15000,14999.99,8500.0,1,D,Completed
,2750,2750.01,2775.0,1,,Completed
8.0,6785,6785.0,3984.583333,1,,Completed
4.0,4000,4000.0,1894.5,1,E,Completed
8.0,2000,2000.0,6833.333333,1,D,Completed
6.0,2500,2500.0,4833.333333,1,D,Completed
,3200,3200.0,11500.0,1,,Completed
8.0,15000,14999.99,3125.0,1,,Completed
8.0,3000,3000.0,11666.666667,1,C,Completed
,1000,1000.0,6516.666667,1,,Completed
8.0,8500,8500.0,6247.416667,1,,Completed
,1600,1600.0,833.333333,1,,Completed
,13500,13500.0,3000.0,1,,Completed
6.0,5500,5500.0,4600.0,1,C,Completed
2.0,4000,4000.0,6000.0,1,HR,Completed
,1000,1000.0,12333.333333,1,,Completed
,4000,4101.63,3333.333333,1,,Completed
,3000,695.43,4166.666667,0,,Defaulted
,9000,9000.0,4333.333333,1,,Completed
4.0,8850,8850.0,4166.666667,1,C,Completed
5.0,7000,7000.0,6250.0,1,HR,Completed
,3000,3000.0,3033.333333,1,,Completed
,4000,4000.01,6222.083333,1,,Completed
,3998,3998.0,1400.0,1,,Completed
,3000,3000.0,7166.666667,1,,Completed
9.0,1500,1500.0,2470.0,1,A,Completed
6.0,2000,2000.0,3583.333333,1,C,Completed
,6600,6599.99,2916.666667,1,,Completed
6.0,7500,7500.01,5416.666667,1,D,Completed
4.0,6000,6000.0,8750.0,1,D,Completed
,10000,10000.0,3833.333333,1,,Completed
8.0,15000,15000.0,9583.333333,1,,Completed
5.0,3500,3500.0,1666.666667,1,E,Completed
,3001,141.45,3270.333333,0,,Defaulted
,4993,1601.57,1866.0,0,,Defaulted
5.0,7500,7500.0,4583.333333,1,C,Completed
,1025,1025.0,2347.0,1,,Completed
5.0,3000,3000.0,5000.0,1,E,Completed
10.0,13000,13000.0,10600.0,1,AA,Completed
8.0,1000,1000.0,2083.333333,1,D,Completed
,2550,2550.0,533.333333,1,,Completed
8.0,10000,10000.01,6666.666667,1,,Completed
,1170,1170.0,8750.0,1,,Completed
,10000,10000.0,6415.0,1,,Completed
3.0,4000,4000.0,4250.0,1,D,Completed
9.0,6000,5999.98,7050.0,1,C,Completed
,8500,8500.0,12500.0,1,,Completed
2.0,7500,7500.0,4583.333333,1,E,Completed
,7500,7499.99,1956.166667,1,,Completed
6.0,7500,7499.92,10000.0,1,E,Completed
,1750,1750.0,1718.166667,1,,Completed
9.0,1000,1000.0,8750.0,1,C,Completed
2.0,2000,1999.99,8666.666667,1,E,Completed
5.0,15000,15000.0,6000.0,1,D,Completed
5.0,15000,15000.0,7916.666667,1,,Completed
9.0,4000,4000.0,4666.666667,1,A,Completed
8.0,13500,13500.0,5057.416667,1,,Completed
8.0,6200,6200.01,3583.333333,1,,Completed
2.0,4000,4000.0,3416.666667,1,HR,Completed
7.0,10000,10000.0,6666.666667,1,D,Completed
9.0,3500,3500.0,7500.0,1,A,Completed
10.0,4000,4000.0,3806.25,1,AA,Completed
,1200,1199.99,3000.0,1,,Completed
,3000,3000.0,3458.333333,1,,Completed
,15000,15000.0,5583.333333,1,,Completed
,3000,3000.0,5250.0,1,,Completed
,3800,2062.05,7666.666667,1,,Completed
2.0,4000,4000.0,8750.0,1,E,Completed
4.0,2500,2500.0,2916.666667,1,E,Completed
,3000,3000.0,10833.333333,1,,Completed
4.0,3000,3000.0,1750.0,1,E,Completed
6.0,5000,5000.0,7101.0,1,D,Completed
,7000,7000.01,5000.0,1,,Completed
8.0,2000,2000.0,6750.0,1,D,Completed
,1000,1000.0,1583.333333,1,,Completed
,8500,8500.0,5083.333333,1,,Completed
,1500,1500.0,6875.0,1,,Completed
7.0,5000,5000.0,3025.75,1,D,Completed
,5100,5100.0,4166.666667,1,,Completed
,13000,13000.0,8750.0,1,,Completed
,1500,1500.01,2583.333333,1,,Completed
8.0,15000,15000.0,12166.666667,1,A,Completed
,7500,7500.0,4006.666667,1,,Completed
4.0,5000,5000.0,10833.333333,1,D,Completed
3.0,4000,280.88,2600.0,0,HR,Defaulted
,6000,6000.0,1500.0,1,,Completed
,2500,2500.0,2333.333333,1,,Completed
,1000,1000.03,3083.333333,1,,Completed
,1200,155.68,3250.0,0,,Defaulted
6.0,5500,5500.0,8041.666667,1,D,Completed
6.0,8000,8000.0,20000.0,1,D,Completed
,1500,314.37,6000.0,0,,Defaulted
5.0,6000,5999.99,6250.0,1,C,Completed
,3500,2738.4,3745.5,0,,Defaulted
6.0,3500,3500.0,1833.333333,1,C,Completed
,3000,2999.98,4166.666667,1,,Completed
5.0,8000,8000.0,5916.666667,1,D,Completed
7.0,4000,4000.0,2666.666667,1,C,Completed
5.0,4500,4500.0,2916.666667,1,E,Completed
1.0,3597,3597.09,9166.666667,1,E,Completed
8.0,5700,5699.99,2666.666667,1,D,Completed
,1000,1000.0,3500.0,1,,Completed
,2000,2000.0,12250.0,1,,Completed
6.0,3250,3250.0,2386.416667,1,E,Completed
,4700,4699.95,4833.333333,1,,Completed
,1000,1000.01,3750.0,1,,Completed
,12500,12500.01,12500.0,1,,Completed
,4360,4360.0,2375.0,1,,Completed
,6000,6000.0,3916.666667,1,,Completed
,7400,7400.02,3750.0,1,,Completed
10.0,10000,10000.0,10000.0,1,AA,Completed
,4000,4000.0,2500.0,1,,Completed
,3000,515.38,3750.0,0,,Defaulted
8.0,10500,10500.0,5604.416667,1,,Completed
8.0,15000,15000.0,7500.0,1,,Completed
7.0,3000,3000.0,1833.333333,1,D,Completed
,2600,2599.98,2500.0,1,,Completed
,3000,3000.0,5833.333333,1,,Completed
8.0,2500,2500.0,6666.666667,1,,Completed
9.0,4800,4800.0,6583.333333,1,A,Completed
,3000,2999.98,666.666667,1,,Completed
8.0,15000,15000.0,3789.333333,1,C,Completed
8.0,7500,7500.0,3701.833333,1,C,Completed
9.0,2000,2000.0,6250.0,1,,Completed
,2000,1999.99,1333.333333,1,,Completed
,4000,4000.02,4691.916667,1,,Completed
7.0,10000,10000.0,11250.0,1,A,Completed
,2500,2500.0,3333.333333,1,,Completed
8.0,2000,2000.0,2958.333333,1,C,Completed
4.0,7500,7500.0,8583.333333,1,E,Completed
5.0,4000,1359.5,5416.666667,0,HR,Defaulted
6.0,5000,5000.0,1162.5,1,C,Completed
,2500,2499.97,1666.666667,1,,Completed
,3000,3000.01,2080.0,1,,Completed
,5000,5000.0,4000.0,1,,Completed
9.0,7000,7000.0,4250.0,1,A,Completed
7.0,15000,15000.0,7333.333333,1,,Completed
,2500,2500.0,5000.0,1,,Completed
,3500,171.31,4166.666667,0,,Defaulted
8.0,4000,3999.25,2333.333333,1,AA,Completed
,7000,7000.0,4333.333333,1,,Completed
7.0,1000,1000.0,4166.666667,1,D,Completed
,1000,1025.24,1666.666667,1,,Completed
,2800,2800.0,1583.333333,1,,Completed
6.0,1000,1000.0,3750.0,1,D,Completed
4.0,4000,4000.0,4166.666667,1,HR,Completed
,6000,6000.0,3750.0,1,,Completed
,4000,1829.74,5208.333333,0,,Defaulted
8.0,7500,7500.0,11250.0,1,D,Completed
6.0,2000,2000.0,3583.333333,1,E,Completed
5.0,5000,5000.01,7000.0,1,HR,Completed
,12000,11999.97,3583.333333,1,,Completed
4.0,4000,4000.0,2158.416667,1,HR,Completed
,10000,10000.0,2666.666667,1,,Completed
5.0,2000,2000.0,5833.333333,1,HR,Completed
9.0,3000,3000.0,6750.0,1,C,Completed
,3900,3899.99,2500.0,1,,Completed
,5000,5000.0,5166.666667,1,,Completed
8.0,8035,8035.38,5416.666667,1,A,Completed
10.0,4000,4000.0,7500.0,1,AA,Completed
,2550,2550.0,2588.083333,1,,Completed
8.0,4500,4501.33,7658.166667,1,,Completed
5.0,3000,3000.0,5000.0,1,HR,Completed
,7500,7500.0,6000.0,1,,Completed
5.0,8523,8523.0,2666.666667,1,D,Completed
,5500,5500.0,2017.0,1,,Completed
2.0,4000,1899.09,10500.0,0,E,Defaulted
,4000,4000.01,666.666667,1,,Completed
8.0,8000,8000.0,3750.0,1,,Completed
,1000,999.61,2833.333333,1,,Completed
,1000,1000.0,3166.666667,1,,Completed
,1000,1000.0,2916.666667,1,,Completed
6.0,3500,3500.0,5229.166667,1,E,Completed
4.0,15000,14999.99,5000.0,1,C,Completed
,1800,507.09,4333.333333,0,,Defaulted
6.0,4000,154.38,2958.333333,0,E,Defaulted
,5000,4999.92,11979.833333,1,,Completed
6.0,2500,2500.0,8333.333333,1,D,Completed
,1500,1500.0,4416.666667,1,,Completed
4.0,2100,2100.0,2166.666667,1,HR,Completed
,7500,7500.0,3875.0,1,,Completed
5.0,15000,15000.0,7500.0,1,,Completed
,1500,1500.0,4832.5,1,,Completed
,5000,5000.0,2833.333333,1,,Completed
6.0,10000,10000.0,3333.333333,1,C,Completed
9.0,4000,3999.99,4116.666667,1,A,Completed
,5000,5000.0,2831.333333,1,,Completed
,2000,2000.02,716.666667,1,,Completed
,3500,577.34,4000.0,0,,Defaulted
,15000,15000.0,4166.666667,1,,Completed
5.0,2500,2500.0,3333.333333,1,D,Completed
2.0,4000,3999.99,4166.666667,1,E,Completed
4.0,2000,2000.0,3166.666667,1,HR,Completed
,2650,2650.0,5833.333333,1,,Completed
,5000,1833.47,291.666667,0,,Defaulted
,1500,1500.01,930.0,1,,Completed
7.0,6000,6000.0,2583.333333,1,C,Completed
,4500,4499.98,4333.333333,1,,Completed
6.0,2500,2500.0,5416.666667,1,D,Completed
7.0,15000,15000.0,11583.333333,1,,Completed
,1700,1700.0,4908.333333,1,,Completed
5.0,2600,2600.0,4087.666667,1,C,Completed
,3200,3200.0,4166.666667,1,,Completed
,4000,459.0,666.666667,0,,Defaulted
,1000,1000.0,7500.0,1,,Completed
,2550,1120.1,5250.0,0,,Defaulted
,4000,4000.0,3750.0,1,,Completed
,3000,3001.03,3000.0,1,,Completed
4.0,7500,3229.87,5000.0,0,E,Defaulted
,1000,1002.92,1750.0,1,,Completed
5.0,5500,5500.0,4583.333333,1,D,Completed
7.0,5000,5000.0,2666.666667,1,D,Completed
6.0,7000,7000.0,3333.333333,1,D,Completed
,1750,1750.0,1700.0,1,,Completed
6.0,7500,7500.0,4458.333333,1,D,Completed
,1200,1200.0,5833.333333,1,,Completed
8.0,15000,14999.99,6416.666667,1,AA,Completed
10.0,1200,1200.0,2166.666667,1,AA,Completed
,1500,1500.0,1906.666667,1,,Completed
,3800,988.13,3500.0,0,,Defaulted
9.0,11923,11922.71,11250.0,1,C,Completed
,5000,4999.98,4166.666667,1,,Completed
8.0,4500,4499.39,3333.333333,1,A,Completed
,20000,1771.09,8230.0,0,,Defaulted
5.0,15000,15000.0,6041.666667,1,C,Completed
3.0,4000,4000.0,4958.333333,1,HR,Completed
,4250,4250.0,3423.333333,1,,Completed
,1000,1000.0,8479.166667,1,,Completed
3.0,4000,65.78,4166.666667,0,HR,Defaulted
9.0,5000,5000.0,2426.666667,1,A,Completed
,3500,3500.0,2103.0,1,,Completed
10.0,5000,5000.0,6250.0,1,AA,Completed
10.0,2000,1999.69,6666.666667,1,AA,Completed
8.0,3000,2999.99,3583.333333,1,,Completed
8.0,4500,4500.0,4000.0,1,,Completed
